"","Date.Time..GMT.07.00","DO_mgL","Temp_C","X.","datetime","Site","date","water_level"
"47","8/1/2023 11:39",3.81,22.8,NA,2023-08-01 11:39:00,"Chelsea",2023-08-01,-3.82564839093309
"48","8/1/2023 11:54",3.85,23.64,NA,2023-08-01 11:54:00,"Chelsea",2023-08-01,-3.87868427705171
"49","8/1/2023 12:09",3.59,24.72,NA,2023-08-01 12:09:00,"Chelsea",2023-08-01,-3.81212599816511
"50","8/1/2023 12:24",3.71,25.8,NA,2023-08-01 12:24:00,"Chelsea",2023-08-01,-3.62815334317624
"51","8/1/2023 12:39",3.64,27.5,NA,2023-08-01 12:39:00,"Chelsea",2023-08-01,-3.3349504300607
"52","8/1/2023 12:54",3.61,29.2,NA,2023-08-01 12:54:00,"Chelsea",2023-08-01,-2.94080144894527
"53","8/1/2023 13:09",3.69,29.94,NA,2023-08-01 13:09:00,"Chelsea",2023-08-01,-2.45399058995675
"54","8/1/2023 13:24",3.63,30.32,NA,2023-08-01 13:24:00,"Chelsea",2023-08-01,-1.88280204322193
"55","8/1/2023 13:39",3.76,30.88,NA,2023-08-01 13:39:00,"Chelsea",2023-08-01,-1.23551999886761
"56","8/1/2023 13:54",7.71,31.34,NA,2023-08-01 13:54:00,"Chelsea",2023-08-01,-0.520428647020574
"57","8/1/2023 13:54",NA,NA,NA,2023-08-01 13:54:00,"Chelsea",2023-08-01,-0.520428647020574
"58","8/1/2023 13:56",NA,NA,NA,2023-08-01 13:56:00,"Chelsea",2023-08-01,-0.520428647020574
"59","8/1/2023 13:56",NA,NA,NA,2023-08-01 13:56:00,"Chelsea",2023-08-01,-0.520428647020574
"60","8/1/2023 13:56",7.64,30.94,NA,2023-08-01 13:56:00,"Chelsea",2023-08-01,-0.520428647020574
"61","8/1/2023 14:11",14.52,26.86,NA,2023-08-01 14:11:00,"Chelsea",2023-08-01,0.254187822192376
"62","8/1/2023 14:26",15.99,20.96,NA,2023-08-01 14:26:00,"Chelsea",2023-08-01,1.08004521864445
"63","8/1/2023 14:41",16.37,18.36,NA,2023-08-01 14:41:00,"Chelsea",2023-08-01,1.94885935220886
"64","8/1/2023 14:56",16.48,17.56,NA,2023-08-01 14:56:00,"Chelsea",2023-08-01,2.8523460327588
"65","8/1/2023 15:11",16.36,17.5,NA,2023-08-01 15:11:00,"Chelsea",2023-08-01,3.78222107016748
"66","8/1/2023 15:26",16.45,17.7,NA,2023-08-01 15:26:00,"Chelsea",2023-08-01,4.73020027430811
"67","8/1/2023 15:41",16.68,17.84,NA,2023-08-01 15:41:00,"Chelsea",2023-08-01,5.68799945505389
"68","8/1/2023 15:56",17,17.78,NA,2023-08-01 15:56:00,"Chelsea",2023-08-01,6.64733442227804
"69","8/1/2023 16:11",17.03,17.8,NA,2023-08-01 16:11:00,"Chelsea",2023-08-01,7.59992098585375
"70","8/1/2023 16:26",17.2,17.02,NA,2023-08-01 16:26:00,"Chelsea",2023-08-01,8.53747495565423
"71","8/1/2023 16:41",17.02,17.12,NA,2023-08-01 16:41:00,"Chelsea",2023-08-01,9.45171214155269
"72","8/1/2023 16:56",16.96,17.18,NA,2023-08-01 16:56:00,"Chelsea",2023-08-01,10.3343483534223
"73","8/1/2023 17:11",16.98,16.82,NA,2023-08-01 17:11:00,"Chelsea",2023-08-01,11.1770994011364
"74","8/1/2023 17:26",16.73,16.38,NA,2023-08-01 17:26:00,"Chelsea",2023-08-01,11.971681094568
"75","8/1/2023 17:41",16.21,16.14,NA,2023-08-01 17:41:00,"Chelsea",2023-08-01,12.7098092435905
"76","8/1/2023 17:56",15.58,16.02,NA,2023-08-01 17:56:00,"Chelsea",2023-08-01,13.3831996580769
"77","8/1/2023 18:11",14.16,15.94,NA,2023-08-01 18:11:00,"Chelsea",2023-08-01,13.9835681479006
"78","8/1/2023 18:26",13.84,15.94,NA,2023-08-01 18:26:00,"Chelsea",2023-08-01,14.5026305229347
"79","8/1/2023 18:41",13.84,15.92,NA,2023-08-01 18:41:00,"Chelsea",2023-08-01,14.9321025930524
"80","8/1/2023 18:56",13.23,15.78,NA,2023-08-01 18:56:00,"Chelsea",2023-08-01,15.263700168127
"81","8/1/2023 19:11",13.11,15.7,NA,2023-08-01 19:11:00,"Chelsea",2023-08-01,15.4891390580316
"82","8/1/2023 19:26",12.61,15.72,NA,2023-08-01 19:26:00,"Chelsea",2023-08-01,15.6003370381291
"83","8/1/2023 19:41",12.94,15.8,NA,2023-08-01 19:41:00,"Chelsea",2023-08-01,15.5970632921923
"84","8/1/2023 19:56",12.68,15.82,NA,2023-08-01 19:56:00,"Chelsea",2023-08-01,15.4892862612214
"85","8/1/2023 20:11",12.51,15.8,NA,2023-08-01 20:11:00,"Chelsea",2023-08-01,15.2876560197437
"86","8/1/2023 20:26",12.27,15.78,NA,2023-08-01 20:26:00,"Chelsea",2023-08-01,15.0028226422871
"87","8/1/2023 20:41",12.05,15.74,NA,2023-08-01 20:41:00,"Chelsea",2023-08-01,14.6454362033789
"88","8/1/2023 20:56",11.89,15.7,NA,2023-08-01 20:56:00,"Chelsea",2023-08-01,14.2261467775469
"89","8/1/2023 21:11",11.88,15.7,NA,2023-08-01 21:11:00,"Chelsea",2023-08-01,13.7556044393185
"90","8/1/2023 21:26",11.82,15.72,NA,2023-08-01 21:26:00,"Chelsea",2023-08-01,13.2444592632213
"91","8/1/2023 21:41",11.83,15.72,NA,2023-08-01 21:41:00,"Chelsea",2023-08-01,12.703361323783
"92","8/1/2023 21:56",11.86,15.7,NA,2023-08-01 21:56:00,"Chelsea",2023-08-01,12.1429606955311
"93","8/1/2023 22:11",11.88,15.72,NA,2023-08-01 22:11:00,"Chelsea",2023-08-01,11.5739074529932
"94","8/1/2023 22:26",11.84,15.74,NA,2023-08-01 22:26:00,"Chelsea",2023-08-01,11.0068516706968
"95","8/1/2023 22:41",11.88,15.74,NA,2023-08-01 22:41:00,"Chelsea",2023-08-01,10.4524434231696
"96","8/1/2023 22:56",11.79,15.74,NA,2023-08-01 22:56:00,"Chelsea",2023-08-01,9.9213327849391
"97","8/1/2023 23:11",11.69,15.74,NA,2023-08-01 23:11:00,"Chelsea",2023-08-01,9.42416983053289
"98","8/1/2023 23:26",11.67,15.72,NA,2023-08-01 23:26:00,"Chelsea",2023-08-01,8.97160463447856
"99","8/1/2023 23:41",11.59,15.72,NA,2023-08-01 23:41:00,"Chelsea",2023-08-01,8.57428727130367
"100","8/1/2023 23:56",11.55,15.7,NA,2023-08-01 23:56:00,"Chelsea",2023-08-01,8.24286781553582
"101","8/2/2023 0:11",10.94,15.7,NA,2023-08-02 00:11:00,"Chelsea",2023-08-02,7.98799634170257
"102","8/2/2023 0:26",10.38,15.7,NA,2023-08-02 00:26:00,"Chelsea",2023-08-02,7.82032292433151
"103","8/2/2023 0:41",10.4,15.7,NA,2023-08-02 00:41:00,"Chelsea",2023-08-02,7.75049763795022
"104","8/2/2023 0:56",10.28,15.74,NA,2023-08-02 00:56:00,"Chelsea",2023-08-02,7.78891735831834
"105","8/2/2023 1:11",10.26,15.74,NA,2023-08-02 01:11:00,"Chelsea",2023-08-02,7.93613585909241
"106","8/2/2023 1:26",10.43,15.7,NA,2023-08-02 01:26:00,"Chelsea",2023-08-02,8.1799203761487
"107","8/2/2023 1:41",10.43,15.72,NA,2023-08-02 01:41:00,"Chelsea",2023-08-02,8.50718359952173
"108","8/2/2023 1:56",10.06,15.84,NA,2023-08-02 01:56:00,"Chelsea",2023-08-02,8.90483821924604
"109","8/2/2023 2:11",9.49,15.8,NA,2023-08-02 02:11:00,"Chelsea",2023-08-02,9.35979692535614
"110","8/2/2023 2:26",10.94,16.06,NA,2023-08-02 02:26:00,"Chelsea",2023-08-02,9.85897240788656
"111","8/2/2023 2:41",11.25,16.18,NA,2023-08-02 02:41:00,"Chelsea",2023-08-02,10.3892773568718
"112","8/2/2023 2:56",10.12,15.92,NA,2023-08-02 02:56:00,"Chelsea",2023-08-02,10.9376244623464
"113","8/2/2023 3:11",10.21,15.74,NA,2023-08-02 03:11:00,"Chelsea",2023-08-02,11.490926414345
"114","8/2/2023 3:26",10.15,15.62,NA,2023-08-02 03:26:00,"Chelsea",2023-08-02,12.0360959029019
"115","8/2/2023 3:41",10.11,15.56,NA,2023-08-02 03:41:00,"Chelsea",2023-08-02,12.5600456180518
"116","8/2/2023 3:56",9.96,15.54,NA,2023-08-02 03:56:00,"Chelsea",2023-08-02,13.0496882498291
"117","8/2/2023 4:11",9.52,15.5,NA,2023-08-02 04:11:00,"Chelsea",2023-08-02,13.4919364882684
"118","8/2/2023 4:26",9.48,15.54,NA,2023-08-02 04:26:00,"Chelsea",2023-08-02,13.8737030234042
"119","8/2/2023 4:41",10,15.64,NA,2023-08-02 04:41:00,"Chelsea",2023-08-02,14.1819005452711
"120","8/2/2023 4:56",10.28,15.78,NA,2023-08-02 04:56:00,"Chelsea",2023-08-02,14.4034417439035
"121","8/2/2023 5:11",10.24,15.78,NA,2023-08-02 05:11:00,"Chelsea",2023-08-02,14.525239309336
"122","8/2/2023 5:26",10.2,15.74,NA,2023-08-02 05:26:00,"Chelsea",2023-08-02,14.5342144922849
"123","8/2/2023 5:41",10.49,15.66,NA,2023-08-02 05:41:00,"Chelsea",2023-08-02,14.4225116294271
"124","8/2/2023 5:56",10.77,15.6,NA,2023-08-02 05:56:00,"Chelsea",2023-08-02,14.1963616592807
"125","8/2/2023 6:11",10.8,15.56,NA,2023-08-02 06:11:00,"Chelsea",2023-08-02,13.8643464975929
"126","8/2/2023 6:26",10.8,15.52,NA,2023-08-02 06:26:00,"Chelsea",2023-08-02,13.435048060111
"127","8/2/2023 6:41",10.81,15.48,NA,2023-08-02 06:41:00,"Chelsea",2023-08-02,12.9170482625822
"128","8/2/2023 6:56",10.79,15.44,NA,2023-08-02 06:56:00,"Chelsea",2023-08-02,12.3189290207537
"129","8/2/2023 7:11",10.78,15.44,NA,2023-08-02 07:11:00,"Chelsea",2023-08-02,11.6492722503728
"130","8/2/2023 7:26",10.89,15.48,NA,2023-08-02 07:26:00,"Chelsea",2023-08-02,10.9166598671867
"131","8/2/2023 7:41",11.17,15.56,NA,2023-08-02 07:41:00,"Chelsea",2023-08-02,10.1296737869427
"132","8/2/2023 7:56",11.6,15.64,NA,2023-08-02 07:56:00,"Chelsea",2023-08-02,9.29689592538799
"133","8/2/2023 8:11",11.78,15.76,NA,2023-08-02 08:11:00,"Chelsea",2023-08-02,8.42690819826978
"134","8/2/2023 8:26",11.91,15.78,NA,2023-08-02 08:26:00,"Chelsea",2023-08-02,7.52829252133534
"135","8/2/2023 8:41",12.03,15.84,NA,2023-08-02 08:41:00,"Chelsea",2023-08-02,6.60963081033189
"136","8/2/2023 8:56",11.96,15.86,NA,2023-08-02 08:56:00,"Chelsea",2023-08-02,5.67950498100668
"137","8/2/2023 9:11",11.81,15.86,NA,2023-08-02 09:11:00,"Chelsea",2023-08-02,4.74649694910694
"138","8/2/2023 9:26",12.41,16.02,NA,2023-08-02 09:26:00,"Chelsea",2023-08-02,3.81918863037991
"139","8/2/2023 9:41",12.98,16.24,NA,2023-08-02 09:41:00,"Chelsea",2023-08-02,2.90616194057282
"140","8/2/2023 9:56",12.66,16.34,NA,2023-08-02 09:56:00,"Chelsea",2023-08-02,2.01599879543291
"141","8/2/2023 10:11",12.96,16.5,NA,2023-08-02 10:11:00,"Chelsea",2023-08-02,1.15728111070742
"142","8/2/2023 10:26",12.6,16.68,NA,2023-08-02 10:26:00,"Chelsea",2023-08-02,0.338590802143591
"143","8/2/2023 10:41",12.66,17.22,NA,2023-08-02 10:41:00,"Chelsea",2023-08-02,-0.431490214511349
"144","8/2/2023 10:56",13.71,17.76,NA,2023-08-02 10:56:00,"Chelsea",2023-08-02,-1.14438002351016
"145","8/2/2023 11:11",8.73,21.64,NA,2023-08-02 11:11:00,"Chelsea",2023-08-02,-1.79149670910561
"146","8/2/2023 11:26",7.95,26.1,NA,2023-08-02 11:26:00,"Chelsea",2023-08-02,-2.36425835555045
"147","8/2/2023 11:41",7.68,27.7,NA,2023-08-02 11:41:00,"Chelsea",2023-08-02,-2.85408304709746
"148","8/2/2023 11:56",7.74,28.38,NA,2023-08-02 11:56:00,"Chelsea",2023-08-02,-3.25238886799939
"149","8/2/2023 12:11",7.43,30.22,NA,2023-08-02 12:11:00,"Chelsea",2023-08-02,-3.55059390250901
"150","8/2/2023 12:26",7.34,30.52,NA,2023-08-02 12:26:00,"Chelsea",2023-08-02,-3.74011623487907
"151","8/2/2023 12:41",7.39,30.8,NA,2023-08-02 12:41:00,"Chelsea",2023-08-02,-3.81237394936236
"152","8/2/2023 12:56",7.52,30.02,NA,2023-08-02 12:56:00,"Chelsea",2023-08-02,-3.7590839262279
"153","8/2/2023 13:11",7.64,29.78,NA,2023-08-02 13:11:00,"Chelsea",2023-08-02,-3.58004360506535
"154","8/2/2023 13:26",7.53,30.38,NA,2023-08-02 13:26:00,"Chelsea",2023-08-02,-3.28386534350723
"155","8/2/2023 13:41",7.6,31.04,NA,2023-08-02 13:41:00,"Chelsea",2023-08-02,-2.87960751539691
"156","8/2/2023 13:56",7.68,31.56,NA,2023-08-02 13:56:00,"Chelsea",2023-08-02,-2.3763284945778
"157","8/2/2023 14:11",7.51,31.78,NA,2023-08-02 14:11:00,"Chelsea",2023-08-02,-1.78308665489328
"158","8/2/2023 14:26",7.63,32.54,NA,2023-08-02 14:26:00,"Chelsea",2023-08-02,-1.10894037018673
"159","8/2/2023 14:41",7.65,33.9,NA,2023-08-02 14:41:00,"Chelsea",2023-08-02,-0.362948014301551
"160","8/2/2023 14:56",14.81,28.82,NA,2023-08-02 14:56:00,"Chelsea",2023-08-02,0.445832038918872
"161","8/2/2023 15:11",15.66,21.38,NA,2023-08-02 15:11:00,"Chelsea",2023-08-02,1.30834141563115
"162","8/2/2023 15:26",15.73,18.94,NA,2023-08-02 15:26:00,"Chelsea",2023-08-02,2.21552174199189
"163","8/2/2023 15:41",15.55,18,NA,2023-08-02 15:41:00,"Chelsea",2023-08-02,3.15831464415771
"164","8/2/2023 15:56",15.26,17.44,NA,2023-08-02 15:56:00,"Chelsea",2023-08-02,4.12766174828521
"165","8/2/2023 16:11",15.66,17.26,NA,2023-08-02 16:11:00,"Chelsea",2023-08-02,5.11450468053102
"166","8/2/2023 16:26",15.7,17.06,NA,2023-08-02 16:26:00,"Chelsea",2023-08-02,6.10978506705173
"167","8/2/2023 16:41",15.54,16.96,NA,2023-08-02 16:41:00,"Chelsea",2023-08-02,7.10444453400396
"168","8/2/2023 16:56",15.29,16.7,NA,2023-08-02 16:56:00,"Chelsea",2023-08-02,8.08942470754432
"169","8/2/2023 17:11",14.87,16.44,NA,2023-08-02 17:11:00,"Chelsea",2023-08-02,9.05566721382943
"170","8/2/2023 17:26",14.23,16.22,NA,2023-08-02 17:26:00,"Chelsea",2023-08-02,9.99411367901589
"171","8/2/2023 17:41",13.63,16.08,NA,2023-08-02 17:41:00,"Chelsea",2023-08-02,10.8957057292603
"172","8/2/2023 17:56",13.71,16.12,NA,2023-08-02 17:56:00,"Chelsea",2023-08-02,11.7513849907193
"173","8/2/2023 18:11",13.94,16.36,NA,2023-08-02 18:11:00,"Chelsea",2023-08-02,12.5520930895495
"174","8/2/2023 18:26",13.91,16.38,NA,2023-08-02 18:26:00,"Chelsea",2023-08-02,13.2887716519075
"175","8/2/2023 18:41",12.59,16.1,NA,2023-08-02 18:41:00,"Chelsea",2023-08-02,13.9523623039498
"176","8/2/2023 18:56",12.04,15.92,NA,2023-08-02 18:56:00,"Chelsea",2023-08-02,14.5338066718332
"177","8/2/2023 19:11",11.88,15.88,NA,2023-08-02 19:11:00,"Chelsea",2023-08-02,15.0240463817143
"178","8/2/2023 19:26",11.6,15.86,NA,2023-08-02 19:26:00,"Chelsea",2023-08-02,15.4140230597495
"179","8/2/2023 19:41",11.51,15.86,NA,2023-08-02 19:41:00,"Chelsea",2023-08-02,15.6946783320957
"180","8/2/2023 19:56",11.18,15.78,NA,2023-08-02 19:56:00,"Chelsea",2023-08-02,15.8569548067075
"181","8/2/2023 20:11",12.27,15.9,NA,2023-08-02 20:11:00,"Chelsea",2023-08-02,15.8958126101192
"182","8/2/2023 20:26",12.29,15.9,NA,2023-08-02 20:26:00,"Chelsea",2023-08-02,15.8193807292511
"183","8/2/2023 20:41",12.05,15.82,NA,2023-08-02 20:41:00,"Chelsea",2023-08-02,15.6384822055158
"184","8/2/2023 20:56",11.98,15.8,NA,2023-08-02 20:56:00,"Chelsea",2023-08-02,15.3639400803257
"185","8/2/2023 21:11",11.8,15.74,NA,2023-08-02 21:11:00,"Chelsea",2023-08-02,15.0065773950934
"186","8/2/2023 21:26",11.63,15.64,NA,2023-08-02 21:26:00,"Chelsea",2023-08-02,14.5772171912314
"187","8/2/2023 21:41",11.5,15.58,NA,2023-08-02 21:41:00,"Chelsea",2023-08-02,14.0866825101521
"188","8/2/2023 21:56",11.47,15.56,NA,2023-08-02 21:56:00,"Chelsea",2023-08-02,13.545796393268
"189","8/2/2023 22:11",11.45,15.58,NA,2023-08-02 22:11:00,"Chelsea",2023-08-02,12.9653818819916
"190","8/2/2023 22:26",11.46,15.62,NA,2023-08-02 22:26:00,"Chelsea",2023-08-02,12.3562620177355
"191","8/2/2023 22:41",11.46,15.62,NA,2023-08-02 22:41:00,"Chelsea",2023-08-02,11.729259841912
"192","8/2/2023 22:56",11.45,15.64,NA,2023-08-02 22:56:00,"Chelsea",2023-08-02,11.0951983959337
"193","8/2/2023 23:11",11.53,15.66,NA,2023-08-02 23:11:00,"Chelsea",2023-08-02,10.4649007212132
"194","8/2/2023 23:26",11.46,15.7,NA,2023-08-02 23:26:00,"Chelsea",2023-08-02,9.84918985916271
"195","8/2/2023 23:41",11.55,15.7,NA,2023-08-02 23:41:00,"Chelsea",2023-08-02,9.25888885119493
"196","8/2/2023 23:56",11.47,15.7,NA,2023-08-02 23:56:00,"Chelsea",2023-08-02,8.7048207387223
"197","8/3/2023 0:11",11.41,15.7,NA,2023-08-03 00:11:00,"Chelsea",2023-08-03,8.19780856315729
"198","8/3/2023 0:26",11.33,15.7,NA,2023-08-03 00:26:00,"Chelsea",2023-08-03,7.74867536591242
"199","8/3/2023 0:41",11.21,15.7,NA,2023-08-03 00:41:00,"Chelsea",2023-08-03,7.36824418840015
"200","8/3/2023 0:56",10.68,15.7,NA,2023-08-03 00:56:00,"Chelsea",2023-08-03,7.06733807203299
"201","8/3/2023 1:11",11.37,15.78,NA,2023-08-03 01:11:00,"Chelsea",2023-08-03,6.85678005822342
"202","8/3/2023 1:26",12.05,16.04,NA,2023-08-03 01:26:00,"Chelsea",2023-08-03,6.74739318838393
"203","8/3/2023 1:41",12.41,16.1,NA,2023-08-03 01:41:00,"Chelsea",2023-08-03,6.7499686744769
"204","8/3/2023 1:56",13.37,16.34,NA,2023-08-03 01:56:00,"Chelsea",2023-08-03,6.86854988503953
"205","8/3/2023 2:11",13.81,16.96,NA,2023-08-03 02:11:00,"Chelsea",2023-08-03,7.09212485870285
"206","8/3/2023 2:26",13.57,17.16,NA,2023-08-03 02:26:00,"Chelsea",2023-08-03,7.40764454929031
"207","8/3/2023 2:41",12.43,17.16,NA,2023-08-03 02:41:00,"Chelsea",2023-08-03,7.80205991062536
"208","8/3/2023 2:56",12.54,17.26,NA,2023-08-03 02:56:00,"Chelsea",2023-08-03,8.26232189653145
"209","8/3/2023 3:11",12.66,17.26,NA,2023-08-03 03:11:00,"Chelsea",2023-08-03,8.77538146083201
"210","8/3/2023 3:26",12.76,17.1,NA,2023-08-03 03:26:00,"Chelsea",2023-08-03,9.32818955735049
"211","8/3/2023 3:41",11.8,16.82,NA,2023-08-03 03:41:00,"Chelsea",2023-08-03,9.90769713991033
"212","8/3/2023 3:56",10.58,16.22,NA,2023-08-03 03:56:00,"Chelsea",2023-08-03,10.500855162335
"213","8/3/2023 4:11",10.17,15.84,NA,2023-08-03 04:11:00,"Chelsea",2023-08-03,11.0946145784479
"214","8/3/2023 4:26",10.34,15.68,NA,2023-08-03 04:26:00,"Chelsea",2023-08-03,11.6759263420725
"215","8/3/2023 4:41",10.27,15.48,NA,2023-08-03 04:41:00,"Chelsea",2023-08-03,12.2317414070323
"216","8/3/2023 4:56",10.21,15.46,NA,2023-08-03 04:56:00,"Chelsea",2023-08-03,12.7490107271506
"217","8/3/2023 5:11",10.12,15.48,NA,2023-08-03 05:11:00,"Chelsea",2023-08-03,13.214685256251
"218","8/3/2023 5:26",10.01,15.5,NA,2023-08-03 05:26:00,"Chelsea",2023-08-03,13.6157159481568
"219","8/3/2023 5:41",9.4,15.5,NA,2023-08-03 05:41:00,"Chelsea",2023-08-03,13.9390537566916
"220","8/3/2023 5:56",9.4,15.52,NA,2023-08-03 05:56:00,"Chelsea",2023-08-03,14.1716496356787
"221","8/3/2023 6:11",10.34,15.54,NA,2023-08-03 06:11:00,"Chelsea",2023-08-03,14.3004545389417
"222","8/3/2023 6:26",10.68,15.56,NA,2023-08-03 06:26:00,"Chelsea",2023-08-03,14.3124488798626
"223","8/3/2023 6:41",10.86,15.52,NA,2023-08-03 06:41:00,"Chelsea",2023-08-03,14.2008584982703
"224","8/3/2023 6:56",10.82,15.48,NA,2023-08-03 06:56:00,"Chelsea",2023-08-03,13.9728436052635
"225","8/3/2023 7:11",10.85,15.48,NA,2023-08-03 07:11:00,"Chelsea",2023-08-03,13.6374498236986
"226","8/3/2023 7:26",10.91,15.52,NA,2023-08-03 07:26:00,"Chelsea",2023-08-03,13.2037227764319
"227","8/3/2023 7:41",10.9,15.54,NA,2023-08-03 07:41:00,"Chelsea",2023-08-03,12.6807080863197
"228","8/3/2023 7:56",11.27,15.62,NA,2023-08-03 07:56:00,"Chelsea",2023-08-03,12.0774513762182
"229","8/3/2023 8:11",11.52,15.68,NA,2023-08-03 08:11:00,"Chelsea",2023-08-03,11.4029982689839
"230","8/3/2023 8:26",11.84,15.78,NA,2023-08-03 08:26:00,"Chelsea",2023-08-03,10.6663943874729
"231","8/3/2023 8:41",12.28,15.86,NA,2023-08-03 08:41:00,"Chelsea",2023-08-03,9.87668535454159
