#,"Date Time, GMT-07:00",       Battery,   Temperature_C,  Dissolved Oxygen_mg/l,  Dissolved Oxygen Saturation_%,             Q,Site,Elevation,Tide_ft,,Note:,Site is at a -2ft.  Filter out for DO at -.5 or 0ft' due to location of DO unit in flip bag
55,7/30/2023 21:59,3.55,15.562,8.909048,106.094825,0.927,Eld,Low,9.01,,,
56,7/30/2023 22:14,3.55,15.605,9.099224,108.452854,0.928,Eld,Low,8.81,,,
57,7/30/2023 22:28,3.55,15.656,9.04169,107.877068,0.928,Eld,Low,8.65,,,
58,7/30/2023 22:43,3.55,15.665,8.912825,106.358696,0.927,Eld,Low,8.52,,,
59,7/30/2023 22:58,3.55,15.665,8.610195,102.747349,0.927,Eld,Low,8.43,,,
60,7/30/2023 23:13,3.55,15.656,8.406091,100.29369,0.927,Eld,Low,8.37,,,
61,7/30/2023 23:28,3.55,15.648,8.230664,98.184955,0.927,Eld,Low,8.35,,,
62,7/30/2023 23:43,3.55,15.631,8.052613,96.028315,0.927,Eld,Low,8.38,,,
63,7/30/2023 23:58,3.55,15.579,7.542944,89.856924,0.927,Eld,Low,8.44,,,
64,7/31/2023 0:13,3.55,15.554,7.467673,88.91574,0.927,Eld,Low,8.54,,,
65,7/31/2023 0:28,3.55,15.502,7.521926,89.468474,0.927,Eld,Low,8.67,,,
66,7/31/2023 0:43,3.55,15.502,7.70734,91.673859,0.927,Eld,Low,8.83,,,
67,7/31/2023 0:58,3.55,15.494,7.984532,94.955652,0.927,Eld,Low,9.01,,,
68,7/31/2023 1:13,3.55,15.477,8.189981,97.365764,0.927,Eld,Low,9.22,,,
69,7/31/2023 1:28,3.55,15.494,8.033413,95.536972,0.927,Eld,Low,9.45,,,
70,7/31/2023 1:43,3.55,15.485,7.754357,92.201672,0.927,Eld,Low,9.69,,,
71,7/31/2023 1:58,3.55,15.451,7.609889,90.42225,0.927,Eld,Low,9.93,,,
72,7/31/2023 2:13,3.55,15.46,7.642007,90.82027,0.927,Eld,Low,10.17,,,
73,7/31/2023 2:28,3.55,15.434,7.566734,89.878819,0.927,Eld,Low,10.4,,,
74,7/31/2023 2:43,3.55,15.451,7.671409,91.153238,0.927,Eld,Low,10.62,,,
75,7/31/2023 2:58,3.55,15.425,7.618889,90.48198,0.926,Eld,Low,10.81,,,
76,7/31/2023 3:13,3.54,15.417,7.472177,88.725381,0.927,Eld,Low,10.98,,,
77,7/31/2023 3:28,3.54,15.425,7.465517,88.660531,0.926,Eld,Low,11.1,,,
78,7/31/2023 3:43,3.54,15.425,7.283493,86.498811,0.926,Eld,Low,11.18,,,
79,7/31/2023 3:58,3.54,15.434,7.013914,83.31233,0.926,Eld,Low,11.21,,,
80,7/31/2023 4:13,3.54,15.451,7.858496,93.376244,0.927,Eld,Low,11.18,,,
81,7/31/2023 4:28,3.54,15.417,8.019929,95.229441,0.927,Eld,Low,11.1,,,
82,7/31/2023 4:43,3.54,15.382,8.429918,100.027395,0.927,Eld,Low,10.95,,,
83,7/31/2023 4:58,3.54,15.374,8.575604,101.739719,0.927,Eld,Low,10.73,,,
84,7/31/2023 5:13,3.54,15.357,8.597313,101.96245,0.927,Eld,Low,10.46,,,
85,7/31/2023 5:28,3.54,15.374,8.701158,103.229275,0.927,Eld,Low,10.12,,,
86,7/31/2023 5:43,3.54,15.502,9.301061,110.630149,0.927,Eld,Low,9.72,,,
87,7/31/2023 5:58,3.55,15.784,10.091254,120.707581,0.927,Eld,Low,9.27,,,
88,7/31/2023 6:13,3.54,16.1,11.017484,132.617752,0.927,Eld,Low,8.76,,,
89,7/31/2023 6:28,3.54,16.125,11.006889,132.555938,0.928,Eld,Low,8.19,,,
90,7/31/2023 6:43,3.54,16.219,11.33982,136.820031,0.929,Eld,Low,7.58,,,
91,7/31/2023 6:58,3.54,16.33,11.429259,138.202266,0.927,Eld,Low,6.92,,,
92,7/31/2023 7:13,3.54,16.338,11.429381,138.225599,0.927,Eld,Low,6.22,,,
93,7/31/2023 7:28,3.54,16.313,11.074637,133.869198,0.927,Eld,Low,5.5,,,
94,7/31/2023 7:43,3.54,16.262,10.688326,129.069264,0.927,Eld,Low,4.74,,,
95,7/31/2023 7:58,3.54,16.202,10.601418,127.867827,0.927,Eld,Low,3.97,,,
96,7/31/2023 8:13,3.54,16.185,10.635762,128.238876,0.927,Eld,Low,3.19,,,
97,7/31/2023 8:28,3.54,16.236,10.983223,132.562138,0.927,Eld,Low,2.42,,,
98,7/31/2023 8:43,3.54,16.304,10.827297,130.85609,0.927,Eld,Low,1.65,,,
99,7/31/2023 8:58,3.54,17.448,7.958105,98.358975,0.926,Eld,Low,0.91,,,
100,7/31/2023 9:13,3.54,18.475,7.812193,98.482341,0.926,Eld,Low,0.2,,,
101,7/31/2023 9:28,3.53,20.743,7.549389,99.301357,0.927,Eld,Low,-0.47,,,
102,7/31/2023 9:43,3.53,22.704,7.307842,99.604377,0.925,Eld,Low,-1.08,,,
103,7/31/2023 9:58,3.53,25.29,6.995251,99.768609,0.926,Eld,Low,-1.63,,,
104,7/31/2023 10:13,3.52,27.306,6.80048,100.371289,0.927,Eld,Low,-2.1,,,
105,7/31/2023 10:28,3.52,28.505,6.70218,100.914556,0.926,Eld,Low,-2.5,,,
106,7/31/2023 10:43,3.52,28.582,6.713854,101.218964,0.925,Eld,Low,-2.8,,,
107,7/31/2023 10:58,3.53,30.039,6.572255,101.475272,0.925,Eld,Low,-3,,,
108,7/31/2023 11:13,3.53,31.545,6.417374,101.514929,0.924,Eld,Low,-3.11,,,
109,7/31/2023 11:28,3.52,32.734,6.342347,102.239177,0.922,Eld,Low,-3.12,,,
110,7/31/2023 11:43,3.53,33.712,6.21666,101.764156,0.921,Eld,Low,-3.03,,,
111,7/31/2023 11:58,3.53,34.635,6.140267,101.968692,0.918,Eld,Low,-2.83,,,
112,7/31/2023 12:13,3.53,35.511,6.04959,101.832285,0.915,Eld,Low,-2.55,,,
113,7/31/2023 12:28,3.53,36.42,5.973526,101.964841,0.911,Eld,Low,-2.17,,,
114,7/31/2023 12:43,3.53,36.42,6.004584,102.494987,0.911,Eld,Low,-1.71,,,
115,7/31/2023 12:58,3.53,36.41,6.011432,102.596167,0.912,Eld,Low,-1.17,,,
116,7/31/2023 13:13,3.53,36.41,5.950179,101.550769,0.911,Eld,Low,-0.57,,,
117,7/31/2023 13:28,3.56,23.305,14.658356,201.938246,0.915,Eld,Low,0.1,,,
118,7/31/2023 13:43,3.56,21.569,14.471004,193.243061,0.922,Eld,Low,0.81,,,
119,7/31/2023 13:58,3.56,19.882,14.061283,182.028213,0.926,Eld,Low,1.55,,,
120,7/31/2023 14:13,3.56,19.062,14.101798,179.763262,0.928,Eld,Low,2.33,,,
121,7/31/2023 14:28,3.56,18.416,14.231445,179.202999,0.928,Eld,Low,3.13,,,
122,7/31/2023 14:43,3.56,18.206,14.320632,179.603076,0.928,Eld,Low,3.93,,,
123,7/31/2023 14:58,3.56,18.248,14.388232,180.596134,0.928,Eld,Low,4.74,,,
124,7/31/2023 15:13,3.56,18.239,14.487876,181.815493,0.929,Eld,Low,5.53,,,
125,7/31/2023 15:28,3.56,18.382,14.334036,180.377637,0.929,Eld,Low,6.3,,,
126,7/31/2023 15:43,3.56,17.996,14.47571,180.817649,0.928,Eld,Low,7.04,,,
127,7/31/2023 15:58,3.56,17.953,14.507032,181.059091,0.928,Eld,Low,7.74,,,
128,7/31/2023 16:13,3.56,17.726,14.34045,178.198527,0.929,Eld,Low,8.4,,,
129,7/31/2023 16:28,3.56,17.059,13.598198,166.80061,0.928,Eld,Low,9.01,,,
130,7/31/2023 16:43,3.56,16.635,12.8486,156.301824,0.927,Eld,Low,9.56,,,
131,7/31/2023 16:58,3.56,16.482,12.371699,150.04772,0.928,Eld,Low,10.06,,,
132,7/31/2023 17:13,3.56,16.423,12.091411,146.477756,0.928,Eld,Low,10.5,,,
133,7/31/2023 17:28,3.56,16.159,11.230932,135.345282,0.927,Eld,Low,10.88,,,
134,7/31/2023 17:43,3.56,15.844,10.386346,124.386034,0.928,Eld,Low,11.21,,,
135,7/31/2023 17:58,3.56,15.878,10.192882,122.151829,0.928,Eld,Low,11.47,,,
136,7/31/2023 18:13,3.56,15.981,10.406823,124.971541,0.927,Eld,Low,11.68,,,
137,7/31/2023 18:28,3.56,16.074,10.597905,127.501472,0.927,Eld,Low,11.84,,,
138,7/31/2023 18:43,3.56,16.074,10.933596,131.540117,0.928,Eld,Low,11.94,,,
139,7/31/2023 18:58,3.56,16.04,10.820079,130.086566,0.928,Eld,Low,11.99,,,
140,7/31/2023 19:13,3.56,16.006,10.67874,128.300607,0.927,Eld,Low,11.99,,,
141,7/31/2023 19:28,3.56,15.836,10.017766,119.952826,0.927,Eld,Low,11.95,,,
142,7/31/2023 19:43,3.56,15.776,9.753902,116.653694,0.926,Eld,Low,11.86,,,
143,7/31/2023 19:58,3.56,15.716,9.617379,114.883274,0.927,Eld,Low,11.72,,,
144,7/31/2023 20:13,3.56,15.682,9.482898,113.199951,0.927,Eld,Low,11.54,,,
145,7/31/2023 20:28,3.55,15.665,9.299753,110.975989,0.927,Eld,Low,11.33,,,
146,7/31/2023 20:43,3.55,15.673,9.126198,108.922335,0.927,Eld,Low,11.08,,,
147,7/31/2023 20:58,3.55,15.631,9.066671,108.121067,0.927,Eld,Low,10.81,,,
148,7/31/2023 21:13,3.55,15.639,9.076885,108.260185,0.927,Eld,Low,10.51,,,
149,7/31/2023 21:28,3.55,15.639,8.977417,107.073828,0.926,Eld,Low,10.2,,,
150,7/31/2023 21:43,3.55,15.639,8.920939,106.400218,0.926,Eld,Low,9.88,,,
151,7/31/2023 21:58,3.55,15.648,8.710309,103.906712,0.927,Eld,Low,9.56,,,
152,7/31/2023 22:13,3.55,15.648,8.972469,107.03407,0.927,Eld,Low,9.25,,,
153,7/31/2023 22:28,3.55,15.639,8.677327,103.494646,0.926,Eld,Low,8.96,,,
154,7/31/2023 22:43,3.55,15.665,8.589121,102.495862,0.926,Eld,Low,8.68,,,
155,7/31/2023 22:58,3.55,15.665,8.525054,101.731343,0.926,Eld,Low,8.43,,,
156,7/31/2023 23:13,3.55,15.656,8.395133,100.162942,0.926,Eld,Low,8.22,,,
157,7/31/2023 23:28,3.55,15.665,8.273846,98.733623,0.926,Eld,Low,8.04,,,
158,7/31/2023 23:43,3.55,15.673,8.80249,105.058841,0.927,Eld,Low,7.91,,,
159,7/31/2023 23:58,3.55,15.682,8.505862,101.536804,0.926,Eld,Low,7.83,,,
160,8/1/2023 0:13,3.55,15.673,8.783101,104.827434,0.926,Eld,Low,7.8,,,
161,8/1/2023 0:28,3.55,15.673,8.381839,100.038313,0.926,Eld,Low,7.81,,,
162,8/1/2023 0:43,3.55,15.673,8.080049,96.43641,0.926,Eld,Low,7.88,,,
163,8/1/2023 0:58,3.55,15.673,7.673728,91.586921,0.926,Eld,Low,7.99,,,
164,8/1/2023 1:13,3.55,15.631,7.825862,93.324283,0.926,Eld,Low,8.14,,,
165,8/1/2023 1:28,3.55,15.605,7.994168,95.281785,0.926,Eld,Low,8.33,,,
166,8/1/2023 1:43,3.55,15.588,8.137274,96.954478,0.926,Eld,Low,8.55,,,
167,8/1/2023 1:58,3.55,15.562,8.012243,95.415081,0.926,Eld,Low,8.81,,,
168,8/1/2023 2:13,3.55,15.511,7.877681,93.716853,0.925,Eld,Low,9.08,,,
169,8/1/2023 2:28,3.55,15.511,7.733561,92.002336,0.926,Eld,Low,9.37,,,
170,8/1/2023 2:43,3.55,15.528,7.827294,93.149143,0.926,Eld,Low,9.67,,,
171,8/1/2023 2:58,3.55,15.485,8.047642,95.688922,0.926,Eld,Low,9.97,,,
172,8/1/2023 3:13,3.55,15.46,8.116472,96.458979,0.926,Eld,Low,10.26,,,
173,8/1/2023 3:28,3.55,15.502,7.866628,93.568486,0.926,Eld,Low,10.54,,,
174,8/1/2023 3:43,3.55,15.528,7.610688,90.571418,0.926,Eld,Low,10.79,,,
175,8/1/2023 3:58,3.55,15.528,7.643558,90.96259,0.926,Eld,Low,11.01,,,
176,8/1/2023 4:13,3.54,15.494,7.828617,93.101441,0.926,Eld,Low,11.19,,,
177,8/1/2023 4:28,3.54,15.46,7.478515,88.877269,0.925,Eld,Low,11.33,,,
178,8/1/2023 4:43,3.54,15.485,7.273976,86.489798,0.926,Eld,Low,11.4,,,
179,8/1/2023 4:58,3.54,15.528,7.109209,84.603534,0.926,Eld,Low,11.42,,,
180,8/1/2023 5:13,3.54,15.545,7.14983,85.115921,0.926,Eld,Low,11.38,,,
181,8/1/2023 5:28,3.54,15.519,7.46226,88.78903,0.926,Eld,Low,11.27,,,
182,8/1/2023 5:43,3.54,15.477,8.315553,98.858612,0.926,Eld,Low,11.09,,,
183,8/1/2023 5:58,3.54,15.442,8.203916,97.463001,0.926,Eld,Low,10.84,,,
184,8/1/2023 6:13,3.54,15.391,8.238737,97.77655,0.926,Eld,Low,10.53,,,
185,8/1/2023 6:28,3.54,15.4,8.352599,99.145771,0.926,Eld,Low,10.14,,,
186,8/1/2023 6:43,3.54,15.382,8.337226,98.927533,0.926,Eld,Low,9.7,,,
187,8/1/2023 6:58,3.54,15.4,8.484057,100.706176,0.926,Eld,Low,9.19,,,
188,8/1/2023 7:13,3.54,15.417,8.451389,100.352639,0.926,Eld,Low,8.62,,,
189,8/1/2023 7:28,3.54,15.434,8.560295,101.680481,0.925,Eld,Low,8,,,
190,8/1/2023 7:43,3.54,15.468,8.502542,101.063377,0.926,Eld,Low,7.33,,,
191,8/1/2023 7:58,3.54,15.502,8.532434,101.487824,0.926,Eld,Low,6.61,,,
192,8/1/2023 8:13,3.54,15.511,8.579736,102.068852,0.925,Eld,Low,5.86,,,
193,8/1/2023 8:28,3.54,15.528,8.584149,102.156135,0.926,Eld,Low,5.07,,,
194,8/1/2023 8:43,3.54,15.793,8.464144,101.262905,0.926,Eld,Low,4.26,,,
195,8/1/2023 8:58,3.54,15.844,8.953776,107.229688,0.925,Eld,Low,3.44,,,
196,8/1/2023 9:13,3.54,15.955,9.793371,117.544044,0.926,Eld,Low,2.62,,,
197,8/1/2023 9:28,3.54,16.04,9.767506,117.431797,0.926,Eld,Low,1.8,,,
198,8/1/2023 9:43,3.54,16.27,9.603483,115.987352,0.926,Eld,Low,1,,,
199,8/1/2023 9:58,3.54,18.618,7.7857,98.416205,0.927,Eld,Low,0.23,,,
200,8/1/2023 10:13,3.53,21.778,7.371989,98.818258,0.927,Eld,Low,-0.5,,,
201,8/1/2023 10:28,3.53,23.815,7.147866,99.361675,0.925,Eld,Low,-1.17,,,
202,8/1/2023 10:43,3.53,25.399,6.979896,99.736559,0.924,Eld,Low,-1.78,,,
203,8/1/2023 10:58,3.53,26.823,6.828534,99.969716,0.924,Eld,Low,-2.31,,,
204,8/1/2023 11:13,3.53,28.138,6.687596,100.084848,0.924,Eld,Low,-2.75,,,
205,8/1/2023 11:28,3.53,27.892,6.740597,100.466383,0.924,Eld,Low,-3.1,,,
206,8/1/2023 11:43,3.53,29.721,6.57268,100.958532,0.924,Eld,Low,-3.35,,,
207,8/1/2023 11:58,3.53,30.903,6.480191,101.459755,0.923,Eld,Low,-3.5,,,
208,8/1/2023 12:13,3.52,31.789,6.375981,101.253318,0.921,Eld,Low,-3.53,,,
209,8/1/2023 12:28,3.52,32.883,6.274475,101.382951,0.921,Eld,Low,-3.46,,,
210,8/1/2023 12:43,3.53,33.987,6.174388,101.507132,0.92,Eld,Low,-3.28,,,
211,8/1/2023 12:58,3.53,35.126,6.076731,101.683482,0.916,Eld,Low,-2.99,,,
212,8/1/2023 13:13,3.53,36.176,5.972201,101.562017,0.912,Eld,Low,-2.61,,,
213,8/1/2023 13:28,3.53,36.42,6.008035,102.553892,0.91,Eld,Low,-2.13,,,
214,8/1/2023 13:43,3.53,36.42,6.062387,103.481649,0.91,Eld,Low,-1.57,,,
215,8/1/2023 13:58,3.53,36.41,6.046803,103.199847,0.91,Eld,Low,-0.94,,,
216,8/1/2023 14:13,3.53,36.42,6.009761,102.583345,0.911,Eld,Low,-0.24,,,
217,8/1/2023 14:28,3.56,23.414,13.63787,188.242543,0.917,Eld,Low,0.51,,,
218,8/1/2023 14:43,3.56,20.141,13.36885,173.901019,0.921,Eld,Low,1.31,,,
219,8/1/2023 14:58,3.57,19.096,13.169246,167.98341,0.927,Eld,Low,2.13,,,
220,8/1/2023 15:13,3.56,19.238,13.020015,166.525449,0.929,Eld,Low,2.98,,,
221,8/1/2023 15:28,3.56,18.668,13.390569,169.426435,0.928,Eld,Low,3.84,,,
222,8/1/2023 15:43,3.56,18.483,13.207167,166.518066,0.928,Eld,Low,4.7,,,
223,8/1/2023 15:58,3.56,18.029,13.458191,168.214394,0.927,Eld,Low,5.54,,,
224,8/1/2023 16:13,3.57,17.962,14.029463,175.128973,0.928,Eld,Low,6.37,,,
225,8/1/2023 16:28,3.56,17.92,13.657519,170.348268,0.928,Eld,Low,7.16,,,
226,8/1/2023 16:43,3.56,17.945,13.492237,168.367732,0.929,Eld,Low,7.91,,,
227,8/1/2023 16:58,3.56,17.583,12.689751,157.251085,0.927,Eld,Low,8.62,,,
228,8/1/2023 17:13,3.56,17.093,12.45185,152.84048,0.927,Eld,Low,9.27,,,
229,8/1/2023 17:28,3.56,16.627,12.088798,147.035786,0.927,Eld,Low,9.86,,,
230,8/1/2023 17:43,3.56,16.253,11.403612,137.682335,0.928,Eld,Low,10.39,,,
231,8/1/2023 17:58,3.56,16.083,11.019762,132.600438,0.927,Eld,Low,10.85,,,
232,8/1/2023 18:13,3.56,15.972,10.616686,127.468893,0.927,Eld,Low,11.25,,,
233,8/1/2023 18:28,3.56,15.972,10.410914,124.998291,0.927,Eld,Low,11.59,,,
234,8/1/2023 18:43,3.56,15.912,10.131793,121.501942,0.927,Eld,Low,11.86,,,
235,8/1/2023 18:58,3.56,15.844,9.818883,117.590142,0.926,Eld,Low,12.06,,,
236,8/1/2023 19:13,3.56,15.776,9.410758,112.549791,0.926,Eld,Low,12.21,,,
237,8/1/2023 19:28,3.56,15.767,9.240337,110.491776,0.927,Eld,Low,12.29,,,
238,8/1/2023 19:43,3.56,15.793,9.398328,112.439247,0.926,Eld,Low,12.32,,,
239,8/1/2023 19:58,3.56,15.793,9.910105,118.562027,0.926,Eld,Low,12.29,,,
240,8/1/2023 20:13,3.56,15.767,9.946852,118.939962,0.927,Eld,Low,12.2,,,
241,8/1/2023 20:28,3.56,15.75,9.827749,117.475925,0.926,Eld,Low,12.06,,,
242,8/1/2023 20:43,3.56,15.707,9.584383,114.468555,0.926,Eld,Low,11.87,,,
243,8/1/2023 20:58,3.56,15.725,9.427811,112.639045,0.926,Eld,Low,11.64,,,
244,8/1/2023 21:13,3.56,15.699,9.382798,112.043068,0.926,Eld,Low,11.36,,,
245,8/1/2023 21:28,3.56,15.707,9.355923,111.739997,0.926,Eld,Low,11.05,,,
246,8/1/2023 21:43,3.56,15.69,9.39027,112.112143,0.926,Eld,Low,10.7,,,
247,8/1/2023 21:58,3.55,15.682,9.353919,111.660295,0.926,Eld,Low,10.34,,,
248,8/1/2023 22:13,3.55,15.699,9.577535,114.368491,0.927,Eld,Low,9.95,,,
249,8/1/2023 22:28,3.56,15.716,9.519587,113.715106,0.927,Eld,Low,9.56,,,
250,8/1/2023 22:43,3.55,15.699,9.470472,113.090012,0.926,Eld,Low,9.18,,,
251,8/1/2023 22:58,3.56,15.725,9.412636,112.457743,0.926,Eld,Low,8.79,,,
252,8/1/2023 23:13,3.55,15.707,9.31883,111.296984,0.926,Eld,Low,8.43,,,
253,8/1/2023 23:28,3.55,15.699,9.121462,108.922372,0.926,Eld,Low,8.1,,,
254,8/1/2023 23:43,3.55,15.682,8.819458,105.280282,0.926,Eld,Low,7.8,,,
255,8/1/2023 23:58,3.55,15.699,8.578558,102.439377,0.926,Eld,Low,7.54,,,
256,8/2/2023 0:13,3.55,15.69,8.240407,98.383715,0.925,Eld,Low,7.33,,,
257,8/2/2023 0:28,3.55,15.673,7.830524,93.458301,0.925,Eld,Low,7.17,,,
258,8/2/2023 0:43,3.55,15.682,7.466444,89.128986,0.925,Eld,Low,7.07,,,
259,8/2/2023 0:58,3.55,15.69,7.777595,92.858123,0.926,Eld,Low,7.02,,,
260,8/2/2023 1:13,3.55,15.707,7.952282,94.975977,0.925,Eld,Low,7.04,,,
261,8/2/2023 1:28,3.55,15.716,8.000432,95.568221,0.925,Eld,Low,7.11,,,
262,8/2/2023 1:43,3.55,16.338,8.231584,99.551819,0.926,Eld,Low,7.23,,,
263,8/2/2023 1:58,3.55,16.695,9.383553,114.284594,0.925,Eld,Low,7.41,,,
264,8/2/2023 2:13,3.55,16.652,9.657349,117.519871,0.925,Eld,Low,7.63,,,
265,8/2/2023 2:28,3.55,16.61,9.888078,120.228275,0.925,Eld,Low,7.9,,,
266,8/2/2023 2:43,3.55,16.423,9.964929,120.717134,0.925,Eld,Low,8.19,,,
267,8/2/2023 2:58,3.55,16.296,9.56332,115.561696,0.925,Eld,Low,8.52,,,
268,8/2/2023 3:13,3.55,16.091,8.903625,107.15404,0.925,Eld,Low,8.86,,,
269,8/2/2023 3:28,3.55,15.75,8.508333,101.704301,0.926,Eld,Low,9.21,,,
270,8/2/2023 3:43,3.55,15.648,8.171657,97.481048,0.926,Eld,Low,9.57,,,
271,8/2/2023 3:58,3.55,15.562,7.858842,93.588283,0.925,Eld,Low,9.92,,,
272,8/2/2023 4:13,3.55,15.528,7.934332,94.42296,0.925,Eld,Low,10.26,,,
273,8/2/2023 4:28,3.55,15.682,7.814603,93.285052,0.925,Eld,Low,10.57,,,
274,8/2/2023 4:43,3.55,15.938,8.242333,98.894403,0.925,Eld,Low,10.85,,,
275,8/2/2023 4:58,3.55,15.904,8.193045,98.23655,0.925,Eld,Low,11.09,,,
276,8/2/2023 5:13,3.55,15.87,8.126054,97.367382,0.925,Eld,Low,11.28,,,
277,8/2/2023 5:28,3.55,15.793,8.222167,98.36795,0.925,Eld,Low,11.42,,,
278,8/2/2023 5:43,3.54,15.682,8.218399,98.105283,0.925,Eld,Low,11.49,,,
279,8/2/2023 5:58,3.54,15.596,8.346402,99.462128,0.925,Eld,Low,11.5,,,
