#,"Date Time, GMT-07:00",Temp_F ,Temp_C,Site,Elevation
128,5/19/2023 17:45,58.993,14.99611111,Chelsea Totten,high
129,5/19/2023 18:00,58.476,14.70888889,Chelsea Totten,high
130,5/19/2023 18:15,58.131,14.51722222,Chelsea Totten,high
131,5/19/2023 18:30,58.131,14.51722222,Chelsea Totten,high
132,5/19/2023 18:45,58.131,14.51722222,Chelsea Totten,high
133,5/19/2023 19:00,58.131,14.51722222,Chelsea Totten,high
134,5/19/2023 19:15,57.958,14.42111111,Chelsea Totten,high
135,5/19/2023 19:30,57.958,14.42111111,Chelsea Totten,high
136,5/19/2023 19:45,58.131,14.51722222,Chelsea Totten,high
137,5/19/2023 20:00,58.131,14.51722222,Chelsea Totten,high
138,5/19/2023 20:15,57.958,14.42111111,Chelsea Totten,high
139,5/19/2023 20:30,57.785,14.325,Chelsea Totten,high
140,5/19/2023 20:45,57.785,14.325,Chelsea Totten,high
141,5/19/2023 21:00,57.785,14.325,Chelsea Totten,high
142,5/19/2023 21:15,57.785,14.325,Chelsea Totten,high
143,5/19/2023 21:30,57.785,14.325,Chelsea Totten,high
144,5/19/2023 21:45,57.785,14.325,Chelsea Totten,high
145,5/19/2023 22:00,57.958,14.42111111,Chelsea Totten,high
146,5/19/2023 22:15,57.958,14.42111111,Chelsea Totten,high
147,5/19/2023 22:30,57.958,14.42111111,Chelsea Totten,high
148,5/19/2023 22:45,57.785,14.325,Chelsea Totten,high
149,5/19/2023 23:00,57.785,14.325,Chelsea Totten,high
150,5/19/2023 23:15,57.785,14.325,Chelsea Totten,high
151,5/19/2023 23:30,57.958,14.42111111,Chelsea Totten,high
152,5/19/2023 23:45,57.958,14.42111111,Chelsea Totten,high
153,5/20/2023 0:00,58.131,14.51722222,Chelsea Totten,high
154,5/20/2023 0:15,58.303,14.61277778,Chelsea Totten,high
155,5/20/2023 0:30,58.303,14.61277778,Chelsea Totten,high
156,5/20/2023 0:45,58.303,14.61277778,Chelsea Totten,high
157,5/20/2023 1:00,58.303,14.61277778,Chelsea Totten,high
158,5/20/2023 1:15,58.303,14.61277778,Chelsea Totten,high
159,5/20/2023 1:30,58.303,14.61277778,Chelsea Totten,high
160,5/20/2023 1:45,58.476,14.70888889,Chelsea Totten,high
161,5/20/2023 2:00,58.647,14.80388889,Chelsea Totten,high
162,5/20/2023 2:15,58.82,14.9,Chelsea Totten,high
163,5/20/2023 2:30,58.82,14.9,Chelsea Totten,high
164,5/20/2023 2:45,58.82,14.9,Chelsea Totten,high
165,5/20/2023 3:00,58.993,14.99611111,Chelsea Totten,high
166,5/20/2023 3:15,58.993,14.99611111,Chelsea Totten,high
167,5/20/2023 3:30,59.164,15.09111111,Chelsea Totten,high
168,5/20/2023 3:45,59.164,15.09111111,Chelsea Totten,high
169,5/20/2023 4:00,59.337,15.18722222,Chelsea Totten,high
170,5/20/2023 4:15,59.337,15.18722222,Chelsea Totten,high
171,5/20/2023 4:30,59.337,15.18722222,Chelsea Totten,high
172,5/20/2023 4:45,59.508,15.28222222,Chelsea Totten,high
173,5/20/2023 5:00,59.508,15.28222222,Chelsea Totten,high
174,5/20/2023 5:15,59.508,15.28222222,Chelsea Totten,high
175,5/20/2023 5:30,59.508,15.28222222,Chelsea Totten,high
176,5/20/2023 5:45,59.508,15.28222222,Chelsea Totten,high
177,5/20/2023 6:00,59.508,15.28222222,Chelsea Totten,high
178,5/20/2023 6:15,58.647,14.80388889,Chelsea Totten,high
179,5/20/2023 6:30,58.476,14.70888889,Chelsea Totten,high
180,5/20/2023 6:45,57.785,14.325,Chelsea Totten,high
181,5/20/2023 7:00,57.785,14.325,Chelsea Totten,high
182,5/20/2023 7:15,57.785,14.325,Chelsea Totten,high
183,5/20/2023 7:30,57.614,14.23,Chelsea Totten,high
184,5/20/2023 7:45,57.785,14.325,Chelsea Totten,high
185,5/20/2023 8:00,57.958,14.42111111,Chelsea Totten,high
186,5/20/2023 8:15,58.131,14.51722222,Chelsea Totten,high
187,5/20/2023 8:30,58.303,14.61277778,Chelsea Totten,high
188,5/20/2023 8:45,58.647,14.80388889,Chelsea Totten,high
189,5/20/2023 9:00,59.337,15.18722222,Chelsea Totten,high
190,5/20/2023 9:15,59.508,15.28222222,Chelsea Totten,high
191,5/20/2023 9:30,59.68,15.37777778,Chelsea Totten,high
192,5/20/2023 9:45,60.368,15.76,Chelsea Totten,high
193,5/20/2023 10:00,61.054,16.14111111,Chelsea Totten,high
194,5/20/2023 10:15,61.741,16.52277778,Chelsea Totten,high
195,5/20/2023 10:30,62.769,17.09388889,Chelsea Totten,high
196,5/20/2023 10:45,64.31,17.95,Chelsea Totten,high
197,5/20/2023 11:00,66.366,19.09222222,Chelsea Totten,high
198,5/20/2023 11:15,72.545,22.525,Chelsea Totten,high
199,5/20/2023 11:30,76.528,24.73777778,Chelsea Totten,high
200,5/20/2023 11:45,83.935,28.85277778,Chelsea Totten,high
201,5/20/2023 12:00,83.757,28.75388889,Chelsea Totten,high
202,5/20/2023 12:15,85.915,29.95277778,Chelsea Totten,high
203,5/20/2023 12:30,87.186,30.65888889,Chelsea Totten,high
204,5/20/2023 12:45,89.017,31.67611111,Chelsea Totten,high
205,5/20/2023 13:00,89.384,31.88,Chelsea Totten,high
206,5/20/2023 13:15,92.737,33.74277778,Chelsea Totten,high
207,5/20/2023 13:30,95.59,35.32777778,Chelsea Totten,high
208,5/20/2023 13:45,94.062,34.47888889,Chelsea Totten,high
209,5/20/2023 14:00,93.873,34.37388889,Chelsea Totten,high
210,5/20/2023 14:15,92.363,33.535,Chelsea Totten,high
211,5/20/2023 14:30,94.253,34.585,Chelsea Totten,high
212,5/20/2023 14:45,98.11,36.72777778,Chelsea Totten,high
213,5/20/2023 15:00,97.525,36.40277778,Chelsea Totten,high
214,5/20/2023 15:15,74.791,23.77277778,Chelsea Totten,high
215,5/20/2023 15:30,67.564,19.75777778,Chelsea Totten,high
216,5/20/2023 15:45,65.167,18.42611111,Chelsea Totten,high
217,5/20/2023 16:00,63.797,17.665,Chelsea Totten,high
218,5/20/2023 16:15,63.626,17.57,Chelsea Totten,high
219,5/20/2023 16:30,63.282,17.37888889,Chelsea Totten,high
220,5/20/2023 16:45,63.111,17.28388889,Chelsea Totten,high
221,5/20/2023 17:00,61.912,16.61777778,Chelsea Totten,high
222,5/20/2023 17:15,59.68,15.37777778,Chelsea Totten,high
223,5/20/2023 17:30,59.164,15.09111111,Chelsea Totten,high
224,5/20/2023 17:45,58.647,14.80388889,Chelsea Totten,high
225,5/20/2023 18:00,58.476,14.70888889,Chelsea Totten,high
226,5/20/2023 18:15,58.476,14.70888889,Chelsea Totten,high
227,5/20/2023 18:30,58.476,14.70888889,Chelsea Totten,high
228,5/20/2023 18:45,58.303,14.61277778,Chelsea Totten,high
229,5/20/2023 19:00,58.303,14.61277778,Chelsea Totten,high
230,5/20/2023 19:15,58.303,14.61277778,Chelsea Totten,high
231,5/20/2023 19:30,58.303,14.61277778,Chelsea Totten,high
232,5/20/2023 19:45,58.303,14.61277778,Chelsea Totten,high
233,5/20/2023 20:00,58.131,14.51722222,Chelsea Totten,high
234,5/20/2023 20:15,58.303,14.61277778,Chelsea Totten,high
235,5/20/2023 20:30,58.303,14.61277778,Chelsea Totten,high
236,5/20/2023 20:45,58.476,14.70888889,Chelsea Totten,high
237,5/20/2023 21:00,58.647,14.80388889,Chelsea Totten,high
238,5/20/2023 21:15,58.476,14.70888889,Chelsea Totten,high
239,5/20/2023 21:30,58.303,14.61277778,Chelsea Totten,high
240,5/20/2023 21:45,58.303,14.61277778,Chelsea Totten,high
241,5/20/2023 22:00,58.476,14.70888889,Chelsea Totten,high
242,5/20/2023 22:15,58.476,14.70888889,Chelsea Totten,high
243,5/20/2023 22:30,58.476,14.70888889,Chelsea Totten,high
244,5/20/2023 22:45,58.476,14.70888889,Chelsea Totten,high
245,5/20/2023 23:00,58.476,14.70888889,Chelsea Totten,high
246,5/20/2023 23:15,58.476,14.70888889,Chelsea Totten,high
247,5/20/2023 23:30,58.476,14.70888889,Chelsea Totten,high
248,5/20/2023 23:45,58.476,14.70888889,Chelsea Totten,high
249,5/21/2023 0:00,58.647,14.80388889,Chelsea Totten,high
250,5/21/2023 0:15,58.647,14.80388889,Chelsea Totten,high
251,5/21/2023 0:30,58.647,14.80388889,Chelsea Totten,high
252,5/21/2023 0:45,58.82,14.9,Chelsea Totten,high
253,5/21/2023 1:00,59.164,15.09111111,Chelsea Totten,high
254,5/21/2023 1:15,59.164,15.09111111,Chelsea Totten,high
255,5/21/2023 1:30,58.993,14.99611111,Chelsea Totten,high
256,5/21/2023 1:45,58.993,14.99611111,Chelsea Totten,high
257,5/21/2023 2:00,59.164,15.09111111,Chelsea Totten,high
258,5/21/2023 2:15,59.164,15.09111111,Chelsea Totten,high
259,5/21/2023 2:30,59.337,15.18722222,Chelsea Totten,high
260,5/21/2023 2:45,59.337,15.18722222,Chelsea Totten,high
261,5/21/2023 3:00,59.337,15.18722222,Chelsea Totten,high
262,5/21/2023 3:15,59.508,15.28222222,Chelsea Totten,high
263,5/21/2023 3:30,59.508,15.28222222,Chelsea Totten,high
264,5/21/2023 3:45,59.508,15.28222222,Chelsea Totten,high
265,5/21/2023 4:00,59.508,15.28222222,Chelsea Totten,high
266,5/21/2023 4:15,59.508,15.28222222,Chelsea Totten,high
267,5/21/2023 4:30,59.508,15.28222222,Chelsea Totten,high
268,5/21/2023 4:45,59.508,15.28222222,Chelsea Totten,high
269,5/21/2023 5:00,59.508,15.28222222,Chelsea Totten,high
270,5/21/2023 5:15,59.508,15.28222222,Chelsea Totten,high
271,5/21/2023 5:30,59.337,15.18722222,Chelsea Totten,high
272,5/21/2023 5:45,59.337,15.18722222,Chelsea Totten,high
273,5/21/2023 6:00,59.337,15.18722222,Chelsea Totten,high
274,5/21/2023 6:15,59.337,15.18722222,Chelsea Totten,high
275,5/21/2023 6:30,59.337,15.18722222,Chelsea Totten,high
276,5/21/2023 6:45,59.337,15.18722222,Chelsea Totten,high
277,5/21/2023 7:00,58.82,14.9,Chelsea Totten,high
278,5/21/2023 7:15,58.82,14.9,Chelsea Totten,high
279,5/21/2023 7:30,57.958,14.42111111,Chelsea Totten,high
280,5/21/2023 7:45,57.958,14.42111111,Chelsea Totten,high
281,5/21/2023 8:00,57.958,14.42111111,Chelsea Totten,high
282,5/21/2023 8:15,58.131,14.51722222,Chelsea Totten,high
283,5/21/2023 8:30,58.303,14.61277778,Chelsea Totten,high
284,5/21/2023 8:45,58.647,14.80388889,Chelsea Totten,high
285,5/21/2023 9:00,58.82,14.9,Chelsea Totten,high
286,5/21/2023 9:15,58.82,14.9,Chelsea Totten,high
287,5/21/2023 9:30,58.993,14.99611111,Chelsea Totten,high
288,5/21/2023 9:45,59.164,15.09111111,Chelsea Totten,high
289,5/21/2023 10:00,59.337,15.18722222,Chelsea Totten,high
290,5/21/2023 10:15,59.508,15.28222222,Chelsea Totten,high
291,5/21/2023 10:30,59.68,15.37777778,Chelsea Totten,high
292,5/21/2023 10:45,60.024,15.56888889,Chelsea Totten,high
293,5/21/2023 11:00,60.539,15.855,Chelsea Totten,high
294,5/21/2023 11:15,61.054,16.14111111,Chelsea Totten,high
295,5/21/2023 11:30,62.083,16.71277778,Chelsea Totten,high
296,5/21/2023 11:45,65.509,18.61611111,Chelsea Totten,high
297,5/21/2023 12:00,64.31,17.95,Chelsea Totten,high
298,5/21/2023 12:15,66.879,19.37722222,Chelsea Totten,high
299,5/21/2023 12:30,68.248,20.13777778,Chelsea Totten,high
300,5/21/2023 12:45,67.221,19.56722222,Chelsea Totten,high
301,5/21/2023 13:00,68.077,20.04277778,Chelsea Totten,high
302,5/21/2023 13:15,68.077,20.04277778,Chelsea Totten,high
303,5/21/2023 13:30,68.763,20.42388889,Chelsea Totten,high
304,5/21/2023 13:45,70.308,21.28222222,Chelsea Totten,high
305,5/21/2023 14:00,71.683,22.04611111,Chelsea Totten,high
306,5/21/2023 14:15,73.234,22.90777778,Chelsea Totten,high
307,5/21/2023 14:30,74.791,23.77277778,Chelsea Totten,high
308,5/21/2023 14:45,75.484,24.15777778,Chelsea Totten,high
309,5/21/2023 15:00,78.098,25.61,Chelsea Totten,high
310,5/21/2023 15:15,80.206,26.78111111,Chelsea Totten,high
311,5/21/2023 15:30,81.09,27.27222222,Chelsea Totten,high
312,5/21/2023 15:45,78.274,25.70777778,Chelsea Totten,high
313,5/21/2023 16:00,67.735,19.85277778,Chelsea Totten,high
314,5/21/2023 16:15,63.626,17.57,Chelsea Totten,high
315,5/21/2023 16:30,62.94,17.18888889,Chelsea Totten,high
316,5/21/2023 16:45,62.254,16.80777778,Chelsea Totten,high
317,5/21/2023 17:00,61.569,16.42722222,Chelsea Totten,high
318,5/21/2023 17:15,61.054,16.14111111,Chelsea Totten,high
319,5/21/2023 17:30,61.054,16.14111111,Chelsea Totten,high
320,5/21/2023 17:45,60.539,15.855,Chelsea Totten,high
321,5/21/2023 18:00,60.539,15.855,Chelsea Totten,high
322,5/21/2023 18:15,59.337,15.18722222,Chelsea Totten,high
323,5/21/2023 18:30,58.993,14.99611111,Chelsea Totten,high
324,5/21/2023 18:45,58.82,14.9,Chelsea Totten,high
325,5/21/2023 19:00,58.82,14.9,Chelsea Totten,high
326,5/21/2023 19:15,58.476,14.70888889,Chelsea Totten,high
327,5/21/2023 19:30,58.476,14.70888889,Chelsea Totten,high
328,5/21/2023 19:45,58.303,14.61277778,Chelsea Totten,high
329,5/21/2023 20:00,58.131,14.51722222,Chelsea Totten,high
330,5/21/2023 20:15,58.131,14.51722222,Chelsea Totten,high
331,5/21/2023 20:30,58.131,14.51722222,Chelsea Totten,high
332,5/21/2023 20:45,57.958,14.42111111,Chelsea Totten,high
333,5/21/2023 21:00,57.958,14.42111111,Chelsea Totten,high
334,5/21/2023 21:15,57.958,14.42111111,Chelsea Totten,high
335,5/21/2023 21:30,57.958,14.42111111,Chelsea Totten,high
336,5/21/2023 21:45,57.958,14.42111111,Chelsea Totten,high
337,5/21/2023 22:00,57.958,14.42111111,Chelsea Totten,high
338,5/21/2023 22:15,57.785,14.325,Chelsea Totten,high
339,5/21/2023 22:30,57.785,14.325,Chelsea Totten,high
340,5/21/2023 22:45,57.614,14.23,Chelsea Totten,high
341,5/21/2023 23:00,57.614,14.23,Chelsea Totten,high
342,5/21/2023 23:15,57.614,14.23,Chelsea Totten,high
343,5/21/2023 23:30,57.614,14.23,Chelsea Totten,high
344,5/21/2023 23:45,57.785,14.325,Chelsea Totten,high
345,5/22/2023 0:00,57.785,14.325,Chelsea Totten,high
346,5/22/2023 0:15,57.958,14.42111111,Chelsea Totten,high
347,5/22/2023 0:30,57.958,14.42111111,Chelsea Totten,high
348,5/22/2023 0:45,57.958,14.42111111,Chelsea Totten,high
349,5/22/2023 1:00,57.958,14.42111111,Chelsea Totten,high
350,5/22/2023 1:15,57.958,14.42111111,Chelsea Totten,high
351,5/22/2023 1:30,57.958,14.42111111,Chelsea Totten,high
352,5/22/2023 1:45,57.958,14.42111111,Chelsea Totten,high
353,5/22/2023 2:00,57.958,14.42111111,Chelsea Totten,high
354,5/22/2023 2:15,57.785,14.325,Chelsea Totten,high
355,5/22/2023 2:30,57.785,14.325,Chelsea Totten,high
356,5/22/2023 2:45,57.785,14.325,Chelsea Totten,high
357,5/22/2023 3:00,57.785,14.325,Chelsea Totten,high
358,5/22/2023 3:15,57.785,14.325,Chelsea Totten,high
359,5/22/2023 3:30,57.785,14.325,Chelsea Totten,high
360,5/22/2023 3:45,57.958,14.42111111,Chelsea Totten,high
361,5/22/2023 4:00,58.131,14.51722222,Chelsea Totten,high
362,5/22/2023 4:15,58.303,14.61277778,Chelsea Totten,high
363,5/22/2023 4:30,58.303,14.61277778,Chelsea Totten,high
364,5/22/2023 4:45,58.303,14.61277778,Chelsea Totten,high
365,5/22/2023 5:00,58.303,14.61277778,Chelsea Totten,high
366,5/22/2023 5:15,58.303,14.61277778,Chelsea Totten,high
367,5/22/2023 5:30,58.303,14.61277778,Chelsea Totten,high
368,5/22/2023 5:45,58.303,14.61277778,Chelsea Totten,high
369,5/22/2023 6:00,58.303,14.61277778,Chelsea Totten,high
370,5/22/2023 6:15,58.303,14.61277778,Chelsea Totten,high
371,5/22/2023 6:30,58.303,14.61277778,Chelsea Totten,high
372,5/22/2023 6:45,58.303,14.61277778,Chelsea Totten,high
373,5/22/2023 7:00,58.303,14.61277778,Chelsea Totten,high
374,5/22/2023 7:15,58.303,14.61277778,Chelsea Totten,high
375,5/22/2023 7:30,58.303,14.61277778,Chelsea Totten,high
376,5/22/2023 7:45,58.303,14.61277778,Chelsea Totten,high
377,5/22/2023 8:00,58.476,14.70888889,Chelsea Totten,high
378,5/22/2023 8:15,58.476,14.70888889,Chelsea Totten,high
379,5/22/2023 8:30,58.647,14.80388889,Chelsea Totten,high
380,5/22/2023 8:45,58.82,14.9,Chelsea Totten,high
381,5/22/2023 9:00,58.993,14.99611111,Chelsea Totten,high
382,5/22/2023 9:15,59.164,15.09111111,Chelsea Totten,high
383,5/22/2023 9:30,59.337,15.18722222,Chelsea Totten,high
384,5/22/2023 9:45,59.508,15.28222222,Chelsea Totten,high
385,5/22/2023 10:00,60.195,15.66388889,Chelsea Totten,high
386,5/22/2023 10:15,59.68,15.37777778,Chelsea Totten,high
387,5/22/2023 10:30,61.569,16.42722222,Chelsea Totten,high
388,5/22/2023 10:45,60.195,15.66388889,Chelsea Totten,high
389,5/22/2023 11:00,61.741,16.52277778,Chelsea Totten,high
390,5/22/2023 11:15,59.851,15.47277778,Chelsea Totten,high
391,5/22/2023 11:30,59.851,15.47277778,Chelsea Totten,high
392,5/22/2023 11:45,60.539,15.855,Chelsea Totten,high
393,5/22/2023 12:00,62.254,16.80777778,Chelsea Totten,high
394,5/22/2023 12:15,64.652,18.14,Chelsea Totten,high
395,5/22/2023 12:30,68.077,20.04277778,Chelsea Totten,high
396,5/22/2023 12:45,73.926,23.29222222,Chelsea Totten,high
397,5/22/2023 13:00,76.876,24.93111111,Chelsea Totten,high
398,5/22/2023 13:15,78.975,26.09722222,Chelsea Totten,high
399,5/22/2023 13:30,76.876,24.93111111,Chelsea Totten,high
400,5/22/2023 13:45,78.975,26.09722222,Chelsea Totten,high
401,5/22/2023 14:00,82.33,27.96111111,Chelsea Totten,high
402,5/22/2023 14:15,82.864,28.25777778,Chelsea Totten,high
403,5/22/2023 14:30,85.194,29.55222222,Chelsea Totten,high
404,5/22/2023 14:45,79.502,26.39,Chelsea Totten,high
405,5/22/2023 15:00,79.678,26.48777778,Chelsea Totten,high
406,5/22/2023 15:15,78.975,26.09722222,Chelsea Totten,high
407,5/22/2023 15:30,77.574,25.31888889,Chelsea Totten,high
408,5/22/2023 15:45,80.735,27.075,Chelsea Totten,high
409,5/22/2023 16:00,76.006,24.44777778,Chelsea Totten,high
410,5/22/2023 16:15,80.911,27.17277778,Chelsea Totten,high
411,5/22/2023 16:30,69.793,20.99611111,Chelsea Totten,high
412,5/22/2023 16:45,63.626,17.57,Chelsea Totten,high
413,5/22/2023 17:00,62.425,16.90277778,Chelsea Totten,high
414,5/22/2023 17:15,61.398,16.33222222,Chelsea Totten,high
